V1,V2,da
Mt,138034,2
Mt,138035,1
Mt,138036,4
Mt,138037,2
Mt,138038,2
Mt,138039,2
Mt,138040,6
Mt,138043,2
Mt,138044,2
Mt,138045,1
Mt,138047,1
Mt,138048,2
Mt,138049,2
Mt,138050,4
Mt,138051,4
Mt,138052,2
Mt,138053,2
Mt,138054,2
Mt,138055,6
Mt,138056,4
Mt,138057,4
Mt,138059,2
Mt,138061,1
Mt,138062,4
Mt,138063,6
Mt,138064,2
Mt,138065,4
Mt,138066,1
Mt,138068,1
Mt,138070,5
Mt,138071,2
Mt,138072,1
Mt,138074,5
Mt,138075,6
Mt,138076,5
Mt,138077,2
Mt,138078,2
Mt,138079,4
Mt,138081,4
Mt,138082,2
Mt,138083,3
Mt,138084,2
Mt,138086,4
Mt,138087,4
Mt,138089,2
Mt,138090,4
Mt,138092,2
Mt,138094,2
Mt,138097,4
Mt,138099,2
Mt,138101,3
Mt,138102,4
Mt,138103,2
Mt,138104,4
Mt,138105,2
Mt,138107,2
Mt,138108,4
Mt,138109,2
Mt,138110,5
Mt,138113,4
Mt,138114,4
Mt,138115,3
Mt,138117,4
Mt,138118,8
Mt,138120,1
Mt,138122,4
Mt,138124,4
Mt,138125,2
Mt,138127,2
Mt,138128,6
Mt,138129,1
Mt,138130,4
Mt,138131,2
Mt,138133,2
Mt,138134,8
Mt,138135,2
Mt,138136,2
Mt,138137,3
Mt,138145,2
Mt,138146,4
Mt,138147,2
Mt,138148,2
Mt,138149,6
Mt,138151,4
Mt,138152,2
Mt,138153,1
Mt,138156,3
Mt,138158,2
Mt,138159,6
Mt,138161,3
Mt,138165,4
Mt,138166,6
Mt,138167,2
Mt,138168,4
Mt,138169,1
Mt,138170,3
Mt,138172,2
Mt,138173,8
Mt,138175,7
Mt,138176,4
Mt,138177,2
Mt,138178,1
Mt,138179,5
Mt,138180,6
Mt,138182,2
Mt,138185,3
Mt,138186,3
Mt,138188,2
Mt,138189,2
Mt,138190,1
Mt,138191,2
Mt,138192,3
Mt,138193,6
Mt,138194,1
Mt,138196,4
Mt,138198,4
Mt,138199,2
Mt,138200,4
Mt,138201,4
Mt,138202,4
Mt,138203,6
Mt,138204,2
Mt,138205,4
Mt,138206,2
Mt,138207,2
Mt,138209,3
Mt,138212,4
Mt,138213,2
Mt,138214,2
Mt,138216,2
Mt,138217,2
Mt,138218,2
Mt,138219,5
Mt,138220,2
Mt,138221,3
Mt,138222,4
Mt,138223,8
Mt,138224,4
Mt,138226,2
Mt,138228,3
Mt,138230,4
Mt,138231,4
Mt,138232,2
Mt,138233,4
Mt,138234,2
Mt,138236,4
Mt,138237,1
Mt,138238,1
Mt,138239,1
Mt,138242,4
Mt,138243,1
Mt,138244,4
Mt,138245,2
Mt,138247,2
Mt,138248,2
Mt,138252,6
Mt,138254,2
Mt,138255,2
Mt,138256,2
Mt,138257,2
Mt,138258,2
Mt,138259,4
Mt,138260,2
Mt,138262,2
Mt,138264,4
Mt,138265,2
Mt,138267,8
Mt,138268,2
Mt,138269,4
Mt,138270,2
Mt,138271,2
Mt,138272,2
Mt,138273,2
Mt,138276,1
Mt,138277,2
Mt,138278,4
Mt,138279,3
Mt,138280,4
Mt,138282,4
Mt,138284,6
Mt,138285,4
Mt,138286,6
Mt,138288,1
Mt,138290,2
Mt,138291,10
Mt,138292,2
Mt,138293,1
Mt,138294,4
Mt,138296,4
Mt,138300,2
Mt,138301,8
Mt,138304,4
Mt,138305,4
Mt,138306,1
Mt,138307,4
Mt,138311,2
Mt,138312,4
Mt,138314,3
Mt,138315,2
Mt,138316,4
Mt,138317,2
Mt,138318,1
Mt,138320,8
Mt,138321,4
Mt,138322,4
Mt,138324,2
Mt,138325,4
Mt,138327,4
Mt,138328,1
Mt,138329,2
Mt,138330,2
Mt,138331,2
Mt,138333,4
Mt,138334,2
Mt,138335,1
Mt,138336,1
Mt,138338,2
Mt,138339,1
Mt,138340,2
Mt,138343,2
Mt,138344,5
Mt,138345,5
Mt,138347,2
Mt,138348,2
Mt,138349,4
Mt,138350,2
Mt,138352,2
Mt,138356,2
Mt,138357,5
Mt,138358,4
Mt,138359,1
Mt,138360,4
Mt,138361,2
Mt,138362,4
Mt,138363,6
Mt,138364,4
Mt,138365,4
Mt,138367,4
Mt,138368,4
Mt,138369,4
Mt,138371,2
Mt,138373,2
Mt,138374,4
Mt,138375,4
Mt,138377,6
Mt,138378,6
Mt,138379,2
Mt,138382,4
Mt,138385,3
Mt,138387,2
Mt,138389,2
Mt,138392,7
Mt,138393,2
Mt,138394,2
Mt,138395,1
Mt,138396,4
Mt,138398,2
Mt,138399,2
Mt,138401,1
Mt,138402,2
Mt,138403,4
Mt,138406,4
Mt,138407,2
Mt,138408,4
Mt,138409,2
Mt,138411,2
Mt,138413,1
Mt,138414,2
Mt,138415,4
Mt,138416,6
Mt,138417,5
Mt,138418,2
Mt,138419,2
Mt,138421,2
Mt,138422,2
Mt,138424,2
Mt,138425,2
Mt,138426,2
Mt,138427,4
Mt,138429,4
Mt,138430,2
Mt,138431,2
Mt,138432,2
Mt,138434,4
Mt,138437,2
Mt,138439,1
Mt,138440,2
Mt,138441,1
Mt,138442,2
Mt,138443,5
Mt,138444,2
Mt,138445,4
Mt,138447,4
Mt,138448,4
Mt,138451,3
Mt,138452,3
Mt,138453,5
Mt,138455,4
Mt,138459,2
Mt,138460,2
Mt,138461,2
Mt,138462,2
Mt,138463,2
Mt,138464,4
Mt,138465,4
Mt,138466,4
Mt,138467,5
Mt,138470,2
Mt,138471,4
Mt,138472,1
Mt,138473,4
Mt,138476,4
Mt,138477,2
Mt,138479,1
Mt,138481,6
Mt,138483,2
Mt,138484,6
Mt,138485,4
Mt,138486,2
Mt,138487,4
Mt,138491,2
Mt,138493,6
Mt,138496,2
Mt,138497,1
Mt,138498,8
Mt,138499,3
Mt,138500,4
Mt,138501,1
Mt,138503,2
Mt,138504,4
Mt,138505,2
Mt,138507,4
Mt,138509,2
Mt,138510,2
Mt,138511,2
Mt,138512,4
Mt,138513,2
Mt,138515,4
Mt,138517,4
Mt,138518,2
Mt,138519,3
Mt,138521,4
Mt,138522,4
Mt,138523,4
Mt,138524,2
Mt,138526,2
Mt,138529,2
Mt,138530,4
Mt,138531,2
Mt,138533,6
Mt,138534,2
Mt,138535,2
Mt,138536,3
Mt,138537,1
Mt,138538,6
Mt,138541,4
Mt,138542,4
Mt,138543,2
Mt,138544,3
Mt,138545,1
Mt,138546,4
Mt,138548,1
Mt,138549,4
Mt,138550,1
Mt,138552,4
Mt,138553,1
Mt,138554,4
Mt,138555,1
Mt,138556,2
Mt,138557,2
Mt,138558,2
Mt,138560,5
Mt,138563,1
Mt,138565,4
Mt,138567,4
Mt,138568,1
Mt,138570,4
Mt,138571,3
Mt,138572,4
Mt,138573,3
Mt,138574,4
Mt,138575,2
Mt,138576,2
Mt,138577,4
Mt,138578,4
Mt,138579,2
Mt,138581,2
Mt,138584,4
Mt,138586,6
Mt,138587,2
Mt,138588,2
Mt,138589,6
Mt,138590,6
Mt,138591,2
Mt,138592,4
Mt,138593,4
Mt,138594,1
Mt,138595,4
Mt,138596,4
Mt,138597,1
Mt,138598,4
Mt,138599,4
Mt,138600,4
Mt,138601,2
Mt,138602,2
Mt,138605,4
Mt,138606,2
Mt,138607,2
Mt,138608,10
Mt,138610,2
Mt,138613,4
Mt,138614,1
Mt,138615,4
Mt,138616,2
Mt,138617,2
Mt,138618,2
Mt,138619,2
Mt,138620,6
Mt,138621,2
Mt,138622,2
Mt,138623,4
Mt,138625,2
Mt,138626,2
Mt,138627,2
Mt,138630,1
Mt,138631,2
Mt,138632,2
Mt,138633,8
Mt,138635,2
Mt,138637,4
Mt,138638,4
Mt,138640,4
Mt,138641,2
Mt,138642,2
Mt,138644,2
Mt,138645,2
Mt,138647,4
Mt,138649,4
Mt,138650,4
Mt,138653,4
Mt,138654,2
Mt,138656,1
Mt,138657,2
Mt,138658,2
Mt,138659,1
Mt,138660,2
Mt,138661,2
Mt,138663,2
Mt,138665,1
Mt,138666,4
Mt,138667,3
Mt,138668,2
Mt,138669,1
Mt,138671,2
Mt,138672,4
Mt,138673,2
Mt,138674,6
Mt,138675,4
Mt,138676,6
Mt,138677,4
Mt,138678,6
Mt,138679,2
Mt,138680,4
Mt,138681,3
Mt,138682,4
Mt,138683,4
Mt,138684,4
Mt,138685,4
Mt,138686,4
Mt,138687,2
Mt,138688,8
Mt,138689,5
Mt,138690,2
Mt,138692,6
Mt,138693,2
Mt,138694,4
Mt,138695,5
Mt,138698,3
Mt,138699,4
Mt,138701,4
Mt,138702,4
Mt,138703,4
Mt,138704,2
Mt,138705,4
Mt,138706,4
Mt,138707,4
Mt,138710,2
Mt,138711,2
Mt,138712,2
Mt,138713,2
Mt,138714,4
Mt,138715,3
Mt,138716,1
Mt,138717,1
Mt,138719,1
Mt,138721,4
Mt,138723,2
Mt,138724,2
Mt,138725,4
Mt,138726,1
Mt,138727,7
Mt,138728,2
Mt,138729,2
Mt,138730,4
Mt,138731,5
Mt,138732,4
Mt,138733,4
Mt,138734,2
Mt,138735,2
Mt,138736,3
Mt,138738,6
Mt,138739,4
Mt,138742,2
Mt,138743,2
Mt,138744,4
Mt,138746,4
Mt,138749,2
Mt,138750,8
Mt,138752,4
Mt,138753,2
Mt,138754,2
Mt,138756,6
Mt,138757,1
Mt,138760,4
Mt,138762,2
Mt,138764,6
Mt,138768,1
Mt,138770,4
Mt,138771,6
Mt,138772,2
Mt,138775,4
Mt,138776,1
Mt,138777,6
Mt,138778,2
Mt,138782,2
Mt,138784,4
Mt,138785,4
Mt,138786,4
Mt,138787,4
Mt,138788,2
Mt,138789,2
Mt,138790,8
Mt,138791,2
Mt,138792,2
Mt,138793,2
Mt,138794,3
Mt,138795,2
Mt,138796,3
Mt,138798,2
Mt,138799,1
Mt,138800,4
Mt,138801,2
Mt,138802,2
Mt,138803,1
Mt,138804,2
Mt,138805,4
Mt,138807,2
Mt,138808,2
Mt,138809,4
Mt,138812,2
Mt,138813,2
Mt,138816,4
Mt,138817,4
Mt,138819,8
Mt,138821,2
Mt,138822,4
Mt,138823,2
Mt,138824,2
Mt,138825,3
Mt,138826,1
Mt,138828,4
Mt,138830,4
Mt,138833,6
Mt,138836,2
Mt,138837,4
Mt,138838,1
Mt,138840,4
Mt,138841,6
Mt,138842,4
Mt,138843,2
Mt,138846,1
Mt,138847,4
Mt,138848,4
Mt,138850,1
Mt,138851,1
Mt,138852,2
Mt,138853,4
Mt,138855,1
Mt,138856,4
Mt,138860,4
Mt,138861,2
Mt,138862,1
Mt,138863,4
Mt,138864,2
Mt,138865,2
Mt,138867,4
Mt,138869,5
Mt,138870,1
Mt,138872,4
Mt,138873,2
Mt,138874,2
Mt,138875,4
Mt,138876,1
Mt,138879,2
Mt,138880,4
Mt,138881,2
Mt,138882,3
Mt,138884,2
Mt,138885,2
Mt,138886,2
Mt,138887,2
Mt,138888,1
Mt,138889,4
Mt,138892,1
Mt,138893,4
Mt,138894,4
Mt,138896,2
Mt,138898,3
Mt,138900,2
Mt,138901,5
Mt,138902,4
Mt,138904,4
Mt,138905,2
Mt,138908,4
Mt,138911,2
Mt,138912,4
Mt,138913,2
Mt,138914,4
Mt,138915,2
Mt,138916,2
Mt,138919,2
Mt,138920,4
Mt,138923,1
Mt,138924,2
Mt,138925,1
Mt,138926,4
Mt,138928,2
Mt,138929,2
Mt,138930,2
Mt,138931,2
Mt,138932,2
Mt,138933,2
Mt,138934,2
Mt,138935,2
Mt,138936,4
Mt,138938,2
Mt,138941,4
Mt,138942,4
Mt,138943,2
Mt,138944,4
Mt,138945,2
Mt,138946,2
Mt,138947,4
Mt,138949,2
Mt,138954,2
Mt,138955,2
Mt,138956,2
Mt,138957,1
Mt,138958,4
Mt,138959,4
Mt,138960,4
Mt,138961,6
Mt,138962,4
Mt,138965,2
Mt,138966,2
Mt,138967,2
Mt,138968,3
Mt,138969,8
Mt,138970,5
Mt,138972,4
Mt,138974,2
Mt,138975,2
Mt,138976,4
Mt,138977,6
Mt,138979,5
Mt,138982,4
Mt,138983,2
Mt,138984,2
Mt,138985,4
Mt,138986,4
Mt,138987,6
Mt,138989,2
Mt,138991,2
Mt,138992,2
Mt,138994,4
Mt,138995,4
Mt,138996,2
Mt,138997,2
Mt,138998,1
Mt,138999,2
Mt,139000,2
Mt,139001,2
Mt,139002,2
Mt,139003,4
Mt,139004,2
Mt,139005,4
Mt,139006,2
Mt,139007,3
Mt,139008,2
Mt,139009,4
Mt,139010,2
Mt,139011,2
Mt,139012,4
Mt,139013,4
Mt,139016,4
Mt,139018,2
Mt,139020,2
Mt,139021,2
Mt,139022,4
Mt,139024,4
Mt,139025,4
Mt,139026,3
Mt,139027,6
Mt,139028,4
Mt,139030,2
Mt,139031,2
Mt,139032,4
Mt,139035,1
Mt,139037,4
Mt,139038,2
Mt,139040,2
Mt,139041,4
Mt,139043,2
Mt,139044,2
Mt,139045,2
Mt,139047,8
Mt,139048,3
Mt,139051,4
Mt,139052,6
Mt,139053,6
Mt,139054,1
Mt,139055,1
Mt,139056,6
Mt,139057,4
Mt,139058,5
Mt,139061,2
Mt,139062,2
Mt,139063,2
Mt,139064,4
Mt,139065,2
Mt,139066,4
Mt,139067,2
Mt,139070,2
Mt,139071,2
Mt,139072,4
Mt,139073,4
Mt,139074,4
Mt,139075,4
Mt,139079,6
Mt,139080,2
Mt,139082,1
Mt,139083,4
Mt,139085,2
Mt,139087,2
Mt,139088,2
Mt,139089,4
Mt,139090,4
Mt,139091,4
Mt,139092,1
Mt,139093,2
Mt,139094,2
Mt,139095,4
Mt,139098,4
Mt,139099,1
Mt,139102,4
Mt,139106,2
Mt,139107,2
Mt,139108,6
Mt,139110,4
Mt,139111,2
Mt,139112,2
Mt,139113,1
Mt,139114,8
Mt,139115,4
Mt,139116,2
Mt,139117,1
Mt,139119,1
Mt,139121,4
Mt,139123,4
Mt,139124,1
Mt,139125,6
Mt,139126,2
Mt,139127,2
Mt,139129,4
Mt,139130,3
Mt,139131,6
Mt,139132,2
Mt,139133,2
Mt,139134,2
Mt,139135,2
Mt,139139,2
Mt,139140,2
Mt,139141,4
Mt,139145,3
Mt,139146,2
Mt,139147,2
Mt,139148,2
Mt,139149,2
Mt,139150,4
Mt,139152,2
Mt,139153,4
Mt,139154,3
Mt,139155,2
Mt,139156,2
Mt,139157,4
Mt,139159,8
Mt,139160,2
Mt,139161,2
Mt,139163,2
Mt,139164,4
Mt,139166,2
Mt,139167,4
Mt,139168,2
Mt,139170,5
Mt,139171,2
Mt,139172,2
Mt,139173,3
Mt,139174,6
Mt,139175,4
Mt,139177,4
Mt,139179,4
Mt,139180,2
Mt,139181,4
Mt,139182,2
Mt,139183,4
Mt,139184,4
Mt,139185,2
Mt,139187,3
Mt,139189,2
Mt,139191,2
Mt,139194,2
Mt,139196,2
Mt,139197,4
Mt,139198,4
Mt,139202,2
Mt,139203,2
Mt,139205,4
Mt,139206,3
Mt,139207,2
Mt,139208,4
Mt,139210,2
Mt,139211,2
Mt,139212,2
Mt,139213,3
Mt,139214,4
Mt,139215,4
Mt,139216,4
Mt,139217,8
Mt,139218,1
Mt,139221,2
Mt,139222,2
Mt,139223,4
Mt,139224,1
Mt,139226,2
Mt,139227,2
Mt,139229,2
Mt,139230,2
Mt,139231,8
Mt,139232,2
Mt,139235,4
Mt,139236,6
Mt,139237,2
Mt,139238,2
Mt,139241,4
Mt,139242,4
Mt,139243,4
Mt,139244,2
Mt,139245,5
Mt,139246,6
Mt,139248,2
Mt,139249,4
Mt,139250,3
Mt,139251,4
Mt,139252,1
Mt,139253,2
Mt,139254,1
Mt,139255,2
Mt,139256,2
Mt,139257,1
Mt,139258,2
Mt,139259,4
Mt,139262,4
Mt,139263,2
Mt,139265,3
Mt,139266,4
Mt,139270,1
Mt,139271,2
Mt,139272,2
Mt,139273,3
Mt,139275,2
Mt,139276,6
Mt,139277,4
Mt,139280,1
Mt,139283,2
Mt,139284,2
Mt,139285,5
Mt,139287,4
Mt,139288,2
Mt,139289,6
Mt,139290,2
Mt,139293,2
Mt,139295,2
Mt,139298,6
Mt,139300,2
Mt,139301,4
Mt,139302,2
Mt,139304,2
Mt,139305,4
Mt,139306,4
Mt,139310,6
Mt,139311,4
Mt,139312,10
Mt,139314,1
Mt,139315,2
Mt,139316,2
Mt,139317,1
Mt,139318,1
Mt,139319,8
Mt,139321,4
Mt,139322,2
Mt,139324,2
Mt,139325,4
Mt,139326,2
Mt,139327,2
Mt,139328,2
Mt,139329,5
Mt,139332,2
Mt,139337,4
Mt,139338,4
Mt,139339,1
Mt,139341,2
Mt,139342,4
Mt,139343,1
Mt,139346,3
Mt,139347,2
Mt,139348,8
Mt,139349,1
Mt,139350,2
Mt,139352,4
Mt,139355,2
Mt,139356,2
Mt,139357,4
Mt,139358,2
Mt,139361,2
Mt,139362,1
Mt,139363,3
Mt,139364,2
Mt,139367,1
Mt,139369,2
Mt,139370,5
Mt,139371,4
Mt,139372,2
Mt,139373,1
Mt,139376,1
Mt,139377,7
Mt,139378,2
Mt,139379,4
Mt,139380,2
Mt,139381,4
Mt,139382,4
Mt,139383,6
Mt,139384,10
Mt,139385,2
Mt,139386,4
Mt,139389,2
Mt,139390,1
Mt,139391,2
Mt,139392,6
Mt,139393,1
Mt,139394,4
Mt,139395,4
Mt,139397,4
Mt,139398,2
Mt,139399,5
Mt,139401,3
Mt,139402,4
Mt,139403,8
Mt,139405,1
Mt,139406,5
Mt,139407,3
Mt,139408,2
Mt,139409,3
Mt,139410,4
Mt,139412,4
Mt,139414,4
Mt,139416,2
Mt,139418,3
Mt,139420,2
Mt,139421,2
Mt,139422,4
Mt,139423,2
Mt,139424,2
Mt,139427,4
Mt,139428,2
Mt,139430,4
Mt,139431,4
Mt,139432,4
Mt,139433,4
Mt,139434,2
Mt,139435,1
Mt,139436,4
Mt,139437,2
Mt,139438,2
Mt,139439,3
Mt,139440,2
Mt,139441,2
Mt,139446,3
Mt,139447,1
Mt,139449,4
Mt,139450,2
Mt,139451,4
Mt,139455,2
Mt,139457,2
Mt,139458,2
Mt,139460,2
Mt,139461,2
Mt,139462,2
Mt,139463,1
Mt,139464,2
Mt,139465,4
Mt,139466,1
Mt,139469,2
Mt,139471,2
Mt,139472,4
Mt,139473,1
Mt,139474,4
Mt,139475,5
Mt,139476,2
Mt,139477,2
Mt,139478,3
Mt,139479,2
Mt,139480,2
Mt,139481,2
Mt,139482,1
Mt,139483,2
Mt,139484,5
Mt,139485,2
Mt,139486,4
Mt,139488,4
Mt,139489,4
Mt,139490,2
Mt,139493,4
Mt,139494,2
Mt,139497,5
Mt,139498,4
Mt,139499,4
Mt,139502,2
Mt,139504,2
Mt,139505,2
Mt,139507,1
Mt,139511,7
Mt,139514,8
Mt,139515,2
Mt,139517,2
Mt,139521,2
Mt,139522,1
Mt,139523,2
Mt,139525,4
Mt,139526,2
Mt,139527,1
Mt,139529,2
Mt,139530,4
Mt,139532,4
Mt,139533,2
Mt,139534,3
Mt,139537,4
Mt,139538,1
Mt,139539,2
Mt,139540,2
Mt,139542,8
Mt,139543,2
Mt,139544,2
Mt,139546,8
Mt,139547,1
Mt,139549,2
Mt,139550,2
Mt,139552,2
Mt,139553,1
Mt,139557,2
Mt,139558,6
Mt,139560,5
Mt,139561,2
Mt,139563,2
Mt,139564,2
Mt,139567,4
Mt,139568,2
Mt,139569,1
Mt,139571,10
Mt,139572,2
Mt,139573,1
Mt,139574,2
Mt,139575,2
Mt,139576,2
Mt,139577,2
Mt,139578,6
Mt,139579,2
Mt,139580,4
Mt,139581,1
Mt,139582,2
Mt,139586,2
Mt,139587,2
Mt,139588,3
Mt,139589,4
Mt,139590,2
Mt,139591,4
Mt,139592,4
Mt,139593,2
Mt,139594,2
Mt,139595,4
Mt,139596,3
Mt,139597,2
Mt,139598,2
Mt,139600,4
Mt,139605,4
Mt,139607,2
Mt,139608,2
Mt,139610,2
Mt,139613,2
Mt,139614,2
Mt,139615,5
Mt,139616,2
Mt,139618,2
Mt,139619,4
Mt,139622,2
Mt,139624,2
Mt,139625,2
Mt,139626,4
Mt,139627,2
Mt,139628,4
Mt,139629,2
Mt,139631,2
Mt,139632,4
Mt,139633,4
Mt,139634,4
Mt,139635,4
Mt,139636,2
Mt,139637,2
Mt,139638,6
Mt,139639,2
Mt,139640,2
Mt,139641,2
Mt,139643,1
Mt,139644,4
Mt,139647,1
Mt,139648,3
Mt,139649,4
Mt,139650,2
Mt,139651,1
Mt,139652,2
Mt,139653,2
Mt,139655,2
Mt,139656,4
Mt,139657,3
Mt,139659,4
Mt,139661,2
Mt,139662,4
Mt,139663,2
Mt,139664,1
Mt,139666,5
Mt,139667,2
Mt,139668,2
Mt,139669,2
Mt,139672,6
Mt,139674,2
Mt,139677,11
Mt,139679,2
Mt,139681,6
Mt,139682,2
Mt,139683,2
Mt,139686,7
Mt,139687,6
Mt,139688,4
Mt,139690,6
Mt,139692,4
Mt,139693,4
Mt,139694,2
Mt,139695,2
Mt,139696,2
Mt,139697,2
Mt,139699,1
Mt,139701,4
Mt,139702,5
Mt,139703,4
Mt,139704,2
Mt,139706,2
Mt,139708,2
Mt,139709,1
Mt,139711,1
Mt,139712,2
Mt,139713,3
Mt,139714,1
Mt,139715,4
Mt,139717,5
Mt,139718,4
Mt,139719,2
Mt,139720,2
Mt,139721,2
Mt,139722,4
Mt,139723,2
Mt,139727,4
Mt,139728,4
Mt,139729,2
Mt,139730,2
Mt,139732,2
Mt,139733,2
Mt,139734,2
Mt,139735,2
Mt,139737,2
Mt,139738,2
Mt,139741,4
Mt,139742,1
Mt,139743,6
Mt,139744,4
Mt,139746,2
Mt,139749,4
Mt,139750,4
Mt,139751,2
Mt,139752,4
Mt,139753,4
Mt,139754,4
Mt,139755,2
Mt,139756,1
Mt,139758,2
Mt,139759,2
Mt,139761,1
Mt,139764,7
Mt,139765,4
Mt,139766,5
Mt,139767,1
Mt,139768,2
Mt,139769,1
Mt,139770,2
Mt,139772,2
Mt,139773,2
Mt,139776,2
Mt,139777,1
Mt,139778,4
Mt,139779,4
Mt,139780,1
Mt,139781,2
Mt,139782,5
Mt,139783,2
Mt,139784,1
Mt,139786,2
Mt,139788,1
Mt,139789,2
Mt,139790,2
Mt,139791,2
Mt,139792,2
Mt,139793,2
Mt,139794,4
Mt,139795,2
Mt,139796,2
Mt,139798,2
Mt,139799,2
Mt,139801,2
Mt,139804,2
Mt,139806,1
Mt,139809,6
Mt,139810,2
Mt,139811,6
Mt,139812,2
Mt,139814,2
Mt,139815,2
Mt,139816,4
Mt,139817,2
Mt,139819,2
Mt,139820,2
Mt,139822,2
Mt,139823,8
Mt,139825,4
Mt,139827,2
Mt,139828,2
Mt,139829,4
Mt,139831,1
Mt,139832,4
Mt,139833,1
Mt,139835,2
Mt,139836,6
Mt,139838,4
Mt,139839,4
Mt,139840,2
Mt,139842,1
Mt,139845,4
Mt,139847,4
Mt,139848,2
Mt,139849,6
Mt,139850,4
Mt,139851,2
Mt,139853,4
Mt,139854,1
Mt,139855,4
Mt,139857,1
Mt,139858,2
Mt,139859,4
Mt,139861,1
Mt,139862,4
Mt,139863,2
Mt,139864,6
Mt,139865,4
Mt,139866,2
Mt,139867,2
Mt,139868,5
Mt,139869,6
Mt,139870,4
Mt,139871,2
Mt,139872,4
Mt,139874,2
Mt,139875,2
Mt,139876,4
Mt,139882,4
Mt,139884,4
Mt,139885,4
Mt,139886,4
Mt,139887,4
Mt,139888,2
Mt,139889,2
Mt,139891,2
Mt,139893,2
Mt,139894,4
Mt,139895,4
Mt,139897,2
Mt,139898,4
Mt,139899,1
Mt,139900,4
Mt,139902,1
Mt,139903,8
Mt,139905,5
Mt,139906,2
Mt,139907,3
Mt,139909,2
Mt,139910,1
Mt,139911,3
Mt,139912,4
Mt,139913,2
Mt,139916,4
Mt,139917,2
Mt,139918,2
Mt,139919,2
Mt,139921,6
Mt,139922,2
Mt,139926,4
Mt,139928,3
Mt,139929,4
Mt,139932,2
Mt,139933,2
Mt,139935,2
Mt,139936,6
Mt,139937,4
Mt,139939,4
Mt,139940,3
Mt,139944,2
Mt,139945,2
Mt,139946,2
Mt,139947,3
Mt,139948,8
Mt,139949,2
Mt,139950,2
Mt,139953,6
Mt,139955,1
Mt,139957,2
Mt,139959,2
Mt,139961,2
Mt,139962,4
Mt,139963,2
Mt,139964,2
Mt,139965,2
Mt,139966,2
Mt,139967,2
Mt,139968,2
Mt,139969,2
Mt,139970,1
Mt,139972,1
Mt,139973,4
Mt,139975,5
Mt,139976,1
Mt,139978,2
Mt,139979,4
Mt,139981,2
Mt,139982,4
Mt,139983,2
Mt,139986,4
Mt,139987,4
Mt,139989,2
Mt,139990,2
Mt,139992,4
Mt,139993,2
Mt,139994,2
Mt,139996,6
Mt,139997,6
Mt,139999,1
Mt,140000,2
Mt,140001,6
Mt,140003,4
Mt,140005,2
Mt,140006,2
Mt,140007,1
Mt,140009,1
Mt,140010,2
Mt,140011,3
Mt,140012,2
Mt,140013,4
Mt,140014,1
Mt,140015,2
Mt,140017,4
Mt,140018,5
Mt,140019,2
Mt,140021,4
Mt,140022,6
Mt,140027,2
Mt,140028,6
Mt,140030,4
Mt,140031,2
Mt,140032,2
Mt,140035,2
Mt,140036,2
Mt,140037,6
Mt,140038,2
Mt,140040,4
Mt,140043,1
Mt,140044,3
Mt,140045,3
Mt,140046,6
Mt,140047,1
Mt,140050,2
Mt,140051,6
Mt,140054,1
Mt,140055,1
Mt,140056,4
Mt,140057,2
Mt,140058,2
Mt,140059,2
Mt,140060,5
Mt,140061,4
Mt,140062,4
Mt,140063,1
Mt,140064,2
Mt,140065,4
Mt,140066,2
Mt,140067,2
Mt,140068,4
Mt,140069,2
Mt,140070,4
Mt,140072,3
Mt,140077,2
Mt,140078,6
Mt,140080,2
Mt,140081,4
Mt,140082,4
Mt,140083,2
Mt,140084,4
Mt,140086,2
Mt,140087,2
Mt,140088,2
Mt,140089,6
Mt,140090,2
Mt,140091,4
Mt,140092,4
Mt,140093,4
Mt,140094,6
Mt,140095,1
Mt,140096,4
Mt,140097,2
Mt,140098,2
Mt,140099,2
Mt,140101,3
Mt,140102,2
Mt,140103,1
Mt,140104,2
Mt,140105,5
Mt,140107,4
Mt,140108,4
Mt,140110,4
Mt,140111,4
Mt,140112,1
Mt,140113,4
Mt,140114,2
Mt,140115,2
Mt,140116,2
Mt,140117,2
Mt,140118,4
Mt,140119,4
Mt,140120,2
Mt,140122,2
Mt,140125,2
Mt,140128,1
Mt,140129,6
Mt,140131,2
Mt,140133,5
Mt,140134,2
Mt,140135,1
Mt,140136,1
Mt,140137,2
Mt,140138,5
Mt,140139,2
Mt,140140,2
Mt,140141,4
Mt,140142,2
Mt,140143,2
Mt,140144,4
Mt,140145,2
Mt,140146,1
Mt,140147,4
Mt,140149,2
Mt,140151,4
Mt,140153,2
Mt,140155,1
Mt,140156,4
Mt,140157,4
Mt,140158,3
Mt,140160,4
Mt,140161,4
Mt,140162,2
Mt,140165,4
Mt,140166,4
Mt,140167,2
Mt,140168,4
Mt,140169,2
Mt,140170,3
Mt,140174,2
Mt,140176,4
Mt,140177,4
Mt,140178,2
Mt,140180,2
Mt,140183,2
Mt,140185,2
Mt,140189,4
Mt,140190,5
Mt,140191,4
Mt,140192,4
Mt,140193,2
Mt,140194,4
Mt,140196,6
Mt,140197,4
Mt,140198,2
Mt,140199,2
Mt,140201,1
Mt,140202,4
Mt,140205,6
Mt,140206,4
Mt,140207,5
Mt,140208,4
Mt,140209,2
Mt,140210,2
Mt,140211,2
Mt,140212,4
Mt,140213,2
Mt,140215,3
Mt,140216,2
Mt,140217,2
Mt,140218,6
Mt,140219,2
Mt,140220,4
Mt,140221,2
